,year,hregion,spc,total,pop,den
506,2017,เขตสุขภาพที่ 11,Family Medicine,47.0,4454389,1.0551390998855288
507,2017,เขตสุขภาพที่ 11,General Practitioner,195.0,4454389,4.377704776120811
508,2017,เขตสุขภาพที่ 11,Gynecology,73.0,4454389,1.63883307003497
509,2017,เขตสุขภาพที่ 11,Internal Medicine,148.0,4454389,3.322565676235282
510,2017,เขตสุขภาพที่ 11,Neurosurgery,11.0,4454389,0.24694744890937906
511,2017,เขตสุขภาพที่ 11,Ophthalmology,42.0,4454389,0.9428902594721745
512,2017,เขตสุขภาพที่ 11,Orthopedic,56.0,4454389,1.2571870126295661
513,2017,เขตสุขภาพที่ 11,Otolaryngology,37.0,4454389,0.8306414190588205
514,2017,เขตสุขภาพที่ 11,Pathology,13.0,4454389,0.2918469850747207
515,2017,เขตสุขภาพที่ 11,Pediatrics,79.0,4454389,1.7735316785309951
516,2017,เขตสุขภาพที่ 11,Physician,1568.0,4454389,35.20123635362785
517,2017,เขตสุขภาพที่ 11,Preventive Medicine,25.0,4454389,0.5612442020667706
518,2017,เขตสุขภาพที่ 11,Psychiatry,39.0,4454389,0.8755409552241621
519,2017,เขตสุขภาพที่ 11,Radiology,44.0,4454389,0.9877897956375162
520,2017,เขตสุขภาพที่ 11,Rehabilitation Medicine,11.0,4454389,0.24694744890937906
521,2017,เขตสุขภาพที่ 11,Surgery,79.0,4454389,1.7735316785309951
522,2017,เขตสุขภาพที่ 12,Anesthesiology,49.0,4945189,0.9908620277202752
523,2017,เขตสุขภาพที่ 12,Emergency Medicine,27.0,4945189,0.5459851989479068
524,2017,เขตสุขภาพที่ 12,Family Medicine,56.0,4945189,1.1324137459660288
525,2017,เขตสุขภาพที่ 12,General Practitioner,139.0,4945189,2.810812690879964
526,2017,เขตสุขภาพที่ 12,Gynecology,116.0,4945189,2.3457141880724883
527,2017,เขตสุขภาพที่ 12,Internal Medicine,211.0,4945189,4.266773221407716
528,2017,เขตสุขภาพที่ 12,Neurosurgery,26.0,4945189,0.5257635249127991
529,2017,เขตสุขภาพที่ 12,Ophthalmology,55.0,4945189,1.112192071930921
530,2017,เขตสุขภาพที่ 12,Orthopedic,87.0,4945189,1.7592856410543662
531,2017,เขตสุขภาพที่ 12,Otolaryngology,98.0,4945189,1.9817240554405504
532,2017,เขตสุขภาพที่ 12,Pathology,24.0,4945189,0.4853201768425838
533,2017,เขตสุขภาพที่ 12,Pediatrics,134.0,4945189,2.709704320704426
534,2017,เขตสุขภาพที่ 12,Physician,1764.0,4945189,35.671032997929906
535,2017,เขตสุขภาพที่ 12,Preventive Medicine,25.0,4945189,0.5055418508776914
536,2017,เขตสุขภาพที่ 12,Psychiatry,34.0,4945189,0.6875369171936604
537,2017,เขตสุขภาพที่ 12,Radiology,67.0,4945189,1.354852160352213
538,2017,เขตสุขภาพที่ 12,Rehabilitation Medicine,24.0,4945189,0.4853201768425838
539,2017,เขตสุขภาพที่ 12,Surgery,131.0,4945189,2.6490392985991034
540,2017,เขตสุขภาพที่ 13,Anesthesiology,274.0,5682415,4.821893508305887
541,2017,เขตสุขภาพที่ 13,Emergency Medicine,61.0,5682415,1.0734872409002159
542,2017,เขตสุขภาพที่ 13,Family Medicine,76.0,5682415,1.3374595132527278
543,2017,เขตสุขภาพที่ 13,General Practitioner,113.0,5682415,1.9885911183889242
544,2017,เขตสุขภาพที่ 13,Gynecology,333.0,5682415,5.860184446225768
545,2017,เขตสุขภาพที่ 13,Internal Medicine,991.0,5682415,17.439768126755965
546,2017,เขตสุขภาพที่ 13,Neurosurgery,86.0,5682415,1.5134410281544026
547,2017,เขตสุขภาพที่ 13,Ophthalmology,216.0,5682415,3.801200721876174
548,2017,เขตสุขภาพที่ 13,Orthopedic,256.0,5682415,4.505126781482873
549,2017,เขตสุขภาพที่ 13,Otolaryngology,157.0,5682415,2.7629097839562933
550,2017,เขตสุขภาพที่ 13,Pathology,176.0,5682415,3.097274662269475
551,2017,เขตสุขภาพที่ 13,Pediatrics,460.0,5682415,8.095149685477036
552,2017,เขตสุขภาพที่ 13,Physician,4401.0,5682415,77.44946470822704
553,2017,เขตสุขภาพที่ 13,Preventive Medicine,39.0,5682415,0.6863279081165314
554,2017,เขตสุขภาพที่ 13,Psychiatry,150.0,5682415,2.6397227235251206
555,2017,เขตสุขภาพที่ 13,Radiology,335.0,5682415,5.895380749206103
556,2017,เขตสุขภาพที่ 13,Rehabilitation Medicine,89.0,5682415,1.566235482624905
557,2017,เขตสุขภาพที่ 13,Surgery,553.0,5682415,9.731777774062612
558,2017,เขตสุขภาพที่ 2,Anesthesiology,38.0,3561377,1.0670030159682617
559,2017,เขตสุขภาพที่ 2,Emergency Medicine,14.0,3561377,0.3931063743040964
560,2017,เขตสุขภาพที่ 2,Family Medicine,42.0,3561377,1.1793191229122892
561,2017,เขตสุขภาพที่ 2,General Practitioner,78.0,3561377,2.190164085408537
562,2017,เขตสุขภาพที่ 2,Gynecology,64.0,3561377,1.7970577111044406
563,2017,เขตสุขภาพที่ 2,Internal Medicine,152.0,3561377,4.268012063873047
564,2017,เขตสุขภาพที่ 2,Neurosurgery,15.0,3561377,0.42118540104010327
565,2017,เขตสุขภาพที่ 2,Ophthalmology,28.0,3561377,0.7862127486081928
566,2017,เขตสุขภาพที่ 2,Orthopedic,60.0,3561377,1.684741604160413
567,2017,เขตสุขภาพที่ 2,Otolaryngology,27.0,3561377,0.7581337218721859
568,2017,เขตสุขภาพที่ 2,Pathology,26.0,3561377,0.730054695136179
569,2017,เขตสุขภาพที่ 2,Pediatrics,89.0,3561377,2.499033379504613
570,2017,เขตสุขภาพที่ 2,Physician,1192.0,3561377,33.470199869320204
571,2017,เขตสุขภาพที่ 2,Preventive Medicine,41.0,3561377,1.1512400961762823
572,2017,เขตสุขภาพที่ 2,Psychiatry,22.0,3561377,0.6177385881921514
573,2017,เขตสุขภาพที่ 2,Radiology,33.0,3561377,0.9266078822882272
574,2017,เขตสุขภาพที่ 2,Rehabilitation Medicine,18.0,3561377,0.505422481248124
575,2017,เขตสุขภาพที่ 2,Surgery,81.0,3561377,2.274401165616558
576,2017,เขตสุขภาพที่ 3,Anesthesiology,34.0,2995999,1.1348468407365957
577,2017,เขตสุขภาพที่ 3,Emergency Medicine,10.0,2995999,0.333778482569587
578,2017,เขตสุขภาพที่ 3,Family Medicine,46.0,2995999,1.5353810198201001
579,2017,เขตสุขภาพที่ 3,General Practitioner,109.0,2995999,3.638185460008498
580,2017,เขตสุขภาพที่ 3,Gynecology,45.0,2995999,1.5020031715631412
581,2017,เขตสุขภาพที่ 3,Internal Medicine,124.0,2995999,4.138853183862878
582,2017,เขตสุขภาพที่ 3,Neurosurgery,6.0,2995999,0.20026708954175218
583,2017,เขตสุขภาพที่ 3,Ophthalmology,23.0,2995999,0.7676905099100501
584,2017,เขตสุขภาพที่ 3,Orthopedic,37.0,2995999,1.2349803855074717
585,2017,เขตสุขภาพที่ 3,Otolaryngology,24.0,2995999,0.8010683581670087
586,2017,เขตสุขภาพที่ 3,Pathology,8.0,2995999,0.2670227860556696
587,2017,เขตสุขภาพที่ 3,Pediatrics,75.0,2995999,2.503338619271902
588,2017,เขตสุขภาพที่ 3,Physician,1003.0,2995999,33.47798180172957
589,2017,เขตสุขภาพที่ 3,Preventive Medicine,19.0,2995999,0.6341791168822152
590,2017,เขตสุขภาพที่ 3,Psychiatry,18.0,2995999,0.6008012686252565
591,2017,เขตสุขภาพที่ 3,Radiology,34.0,2995999,1.1348468407365957
592,2017,เขตสุขภาพที่ 3,Rehabilitation Medicine,8.0,2995999,0.2670227860556696
593,2017,เขตสุขภาพที่ 3,Surgery,69.0,2995999,2.30307152973015
594,2017,เขตสุขภาพที่ 4,Anesthesiology,94.0,5322632,1.7660435664160137
595,2017,เขตสุขภาพที่ 4,Emergency Medicine,47.0,5322632,0.8830217832080068
596,2017,เขตสุขภาพที่ 4,Family Medicine,88.0,5322632,1.6533173813256299
597,2017,เขตสุขภาพที่ 4,General Practitioner,156.0,5322632,2.9308808123499803
598,2017,เขตสุขภาพที่ 4,Gynecology,167.0,5322632,3.137545485015684
599,2017,เขตสุขภาพที่ 4,Internal Medicine,478.0,5322632,8.98051941220058
600,2017,เขตสุขภาพที่ 4,Neurosurgery,32.0,5322632,0.6012063204820473
601,2017,เขตสุขภาพที่ 4,Ophthalmology,106.0,5322632,1.9914959365967815
602,2017,เขตสุขภาพที่ 4,Orthopedic,226.0,5322632,4.246019638404459
603,2017,เขตสุขภาพที่ 4,Otolaryngology,94.0,5322632,1.7660435664160137
604,2017,เขตสุขภาพที่ 4,Pathology,51.0,5322632,0.9581725732682628
605,2017,เขตสุขภาพที่ 4,Pediatrics,215.0,5322632,4.039354965738755
606,2017,เขตสุขภาพที่ 4,Physician,2455.0,5322632,46.12379739948206
607,2017,เขตสุขภาพที่ 4,Preventive Medicine,31.0,5322632,0.5824186229669832
608,2017,เขตสุขภาพที่ 4,Psychiatry,87.0,5322632,1.6345296838105658
609,2017,เขตสุขภาพที่ 4,Radiology,97.0,5322632,1.8224066589612056
610,2017,เขตสุขภาพที่ 4,Rehabilitation Medicine,34.0,5322632,0.6387817155121752
611,2017,เขตสุขภาพที่ 4,Surgery,199.0,5322632,3.738751805497731
612,2017,เขตสุขภาพที่ 5,Anesthesiology,72.0,5311909,1.3554449069063494
613,2017,เขตสุขภาพที่ 5,Emergency Medicine,20.0,5311909,0.37651247414065264
614,2017,เขตสุขภาพที่ 5,Family Medicine,37.0,5311909,0.6965480771602074
615,2017,เขตสุขภาพที่ 5,General Practitioner,248.0,5311909,4.668754679344093
616,2017,เขตสุขภาพที่ 5,Gynecology,124.0,5311909,2.3343773396720464
617,2017,เขตสุขภาพที่ 5,Internal Medicine,292.0,5311909,5.497082122453529
618,2017,เขตสุขภาพที่ 5,Neurosurgery,25.0,5311909,0.4706405926758158
619,2017,เขตสุขภาพที่ 5,Ophthalmology,127.0,5311909,2.3908542107931443
620,2017,เขตสุขภาพที่ 5,Orthopedic,124.0,5311909,2.3343773396720464
621,2017,เขตสุขภาพที่ 5,Otolaryngology,56.0,5311909,1.0542349275938274
622,2017,เขตสุขภาพที่ 5,Pathology,11.0,5311909,0.20708186077735896
623,2017,เขตสุขภาพที่ 5,Pediatrics,140.0,5311909,2.6355873189845687
624,2017,เขตสุขภาพที่ 5,Physician,2248.0,5311909,42.32000209340936
625,2017,เขตสุขภาพที่ 5,Preventive Medicine,12.0,5311909,0.22590748448439157
626,2017,เขตสุขภาพที่ 5,Psychiatry,28.0,5311909,0.5271174637969137
627,2017,เขตสุขภาพที่ 5,Radiology,51.0,5311909,0.9601068090586642
628,2017,เขตสุขภาพที่ 5,Rehabilitation Medicine,35.0,5311909,0.6588968297461422
629,2017,เขตสุขภาพที่ 5,Surgery,151.0,5311909,2.8426691797619275
630,2017,เขตสุขภาพที่ 6,Anesthesiology,51.0,6054606,0.8423339190031524
631,2017,เขตสุขภาพที่ 6,Emergency Medicine,23.0,6054606,0.37987608111906873
632,2017,เขตสุขภาพที่ 6,Family Medicine,65.0,6054606,1.0735628379451942
633,2017,เขตสุขภาพที่ 6,General Practitioner,309.0,6054606,5.103552568077923
634,2017,เขตสุขภาพที่ 6,Gynecology,108.0,6054606,1.7837659461243227
635,2017,เขตสุขภาพที่ 6,Internal Medicine,295.0,6054606,4.872323649135882
636,2017,เขตสุขภาพที่ 6,Neurosurgery,22.0,6054606,0.36335972976606573
637,2017,เขตสุขภาพที่ 6,Ophthalmology,77.0,6054606,1.27175905418123
638,2017,เขตสุขภาพที่ 6,Orthopedic,126.0,6054606,2.0810602704783765
639,2017,เขตสุขภาพที่ 6,Otolaryngology,37.0,6054606,0.6111050000611106
640,2017,เขตสุขภาพที่ 6,Pathology,17.0,6054606,0.2807779730010508
641,2017,เขตสุขภาพที่ 6,Pediatrics,148.0,6054606,2.4444200002444423
642,2017,เขตสุขภาพที่ 6,Physician,2782.0,6054606,45.94848946405431
643,2017,เขตสุขภาพที่ 6,Preventive Medicine,36.0,6054606,0.5945886487081076
644,2017,เขตสุขภาพที่ 6,Psychiatry,43.0,6054606,0.7102031081791285
645,2017,เขตสุขภาพที่ 6,Radiology,51.0,6054606,0.8423339190031524
646,2017,เขตสุขภาพที่ 6,Rehabilitation Medicine,24.0,6054606,0.3963924324720717
647,2017,เขตสุขภาพที่ 6,Surgery,156.0,6054606,2.576550811068466
648,2017,เขตสุขภาพที่ 7,Anesthesiology,77.0,5062898,1.5208680878026775
649,2017,เขตสุขภาพที่ 7,Emergency Medicine,28.0,5062898,0.5530429410191554
650,2017,เขตสุขภาพที่ 7,Family Medicine,81.0,5062898,1.5998742222339855
651,2017,เขตสุขภาพที่ 7,General Practitioner,287.0,5062898,5.668690145446344
652,2017,เขตสุขภาพที่ 7,Gynecology,126.0,5062898,2.4886932345861994
653,2017,เขตสุขภาพที่ 7,Internal Medicine,421.0,5062898,8.315395648895159
654,2017,เขตสุขภาพที่ 7,Neurosurgery,11.0,5062898,0.2172668696860968
655,2017,เขตสุขภาพที่ 7,Ophthalmology,43.0,5062898,0.8493159451365602
656,2017,เขตสุขภาพที่ 7,Orthopedic,71.0,5062898,1.4023588861557157
657,2017,เขตสุขภาพที่ 7,Otolaryngology,32.0,5062898,0.6320490754504634
658,2017,เขตสุขภาพที่ 7,Pathology,29.0,5062898,0.5727944746269824
659,2017,เขตสุขภาพที่ 7,Pediatrics,138.0,5062898,2.7257116378801234
660,2017,เขตสุขภาพที่ 7,Physician,2546.0,5062898,50.28740456552749
661,2017,เขตสุขภาพที่ 7,Preventive Medicine,27.0,5062898,0.5332914074113285
662,2017,เขตสุขภาพที่ 7,Psychiatry,36.0,5062898,0.7110552098817713
663,2017,เขตสุขภาพที่ 7,Radiology,67.0,5062898,1.3233527517244077
664,2017,เขตสุขภาพที่ 7,Rehabilitation Medicine,27.0,5062898,0.5332914074113285
665,2017,เขตสุขภาพที่ 7,Surgery,162.0,5062898,3.199748444467971
666,2017,เขตสุขภาพที่ 8,Anesthesiology,49.0,5548817,0.8830711122749227
667,2017,เขตสุขภาพที่ 8,Emergency Medicine,7.0,5548817,0.12615301603927467
668,2017,เขตสุขภาพที่ 8,Family Medicine,45.0,5548817,0.8109836745381944
669,2017,เขตสุขภาพที่ 8,General Practitioner,243.0,5548817,4.37931184250625
670,2017,เขตสุขภาพที่ 8,Gynecology,65.0,5548817,1.1714208632218364
671,2017,เขตสุขภาพที่ 8,Internal Medicine,144.0,5548817,2.5951477585222222
672,2017,เขตสุขภาพที่ 8,Neurosurgery,12.0,5548817,0.2162623132101852
673,2017,เขตสุขภาพที่ 8,Ophthalmology,35.0,5548817,0.6307650801963735
674,2017,เขตสุขภาพที่ 8,Orthopedic,51.0,5548817,0.919114831143287
675,2017,เขตสุขภาพที่ 8,Otolaryngology,23.0,5548817,0.41450276698618826
676,2017,เขตสุขภาพที่ 8,Pathology,5.0,5548817,0.09010929717091049
677,2017,เขตสุขภาพที่ 8,Pediatrics,68.0,5548817,1.2254864415243827
678,2017,เขตสุขภาพที่ 8,Physician,1239.0,5548817,22.329083838951618
679,2017,เขตสุขภาพที่ 8,Preventive Medicine,15.0,5548817,0.27032789151273146
680,2017,เขตสุขภาพที่ 8,Psychiatry,14.0,5548817,0.25230603207854935
681,2017,เขตสุขภาพที่ 8,Radiology,31.0,5548817,0.558677642459645
682,2017,เขตสุขภาพที่ 8,Rehabilitation Medicine,9.0,5548817,0.1621967349076389
683,2017,เขตสุขภาพที่ 8,Surgery,88.0,5548817,1.5859236302080246
684,2017,เขตสุขภาพที่ 9,Anesthesiology,47.0,6767667,0.6944786142698806
685,2017,เขตสุขภาพที่ 9,Emergency Medicine,10.0,6767667,0.14776140729146395
686,2017,เขตสุขภาพที่ 9,Family Medicine,89.0,6767667,1.3150765248940293
687,2017,เขตสุขภาพที่ 9,General Practitioner,232.0,6767667,3.4280646491619637
688,2017,เขตสุขภาพที่ 9,Gynecology,101.0,6767667,1.4923902136437859
689,2017,เขตสุขภาพที่ 9,Internal Medicine,179.0,6767667,2.644929190517205
690,2017,เขตสุขภาพที่ 9,Neurosurgery,14.0,6767667,0.20686597020804953
691,2017,เขตสุขภาพที่ 9,Ophthalmology,26.0,6767667,0.38417965895780626
692,2017,เขตสุขภาพที่ 9,Orthopedic,57.0,6767667,0.8422400215613446
693,2017,เขตสุขภาพที่ 9,Otolaryngology,31.0,6767667,0.4580603626035383
694,2017,เขตสุขภาพที่ 9,Pathology,20.0,6767667,0.2955228145829279
695,2017,เขตสุขภาพที่ 9,Pediatrics,106.0,6767667,1.566270917289518
696,2017,เขตสุขภาพที่ 9,Physician,1926.0,6767667,28.458847044335958
697,2017,เขตสุขภาพที่ 9,Preventive Medicine,40.0,6767667,0.5910456291658558
698,2017,เขตสุขภาพที่ 9,Psychiatry,27.0,6767667,0.39895579968695266
699,2017,เขตสุขภาพที่ 9,Radiology,45.0,6767667,0.6649263328115878
700,2017,เขตสุขภาพที่ 9,Rehabilitation Medicine,22.0,6767667,0.3250750960412207
701,2017,เขตสุขภาพที่ 9,Surgery,108.0,6767667,1.5958231987478106
702,2018,เขตสุขภาพที่ 1,Anesthesiology,115.0,5886570,1.9535994645438686
703,2018,เขตสุขภาพที่ 1,Emergency Medicine,59.0,5886570,1.0022814644181586
704,2018,เขตสุขภาพที่ 1,Family Medicine,121.0,5886570,2.055526393128766
705,2018,เขตสุขภาพที่ 1,General Practitioner,237.0,5886570,4.026113679103451
706,2018,เขตสุขภาพที่ 1,Gynecology,181.0,5886570,3.074795678977741
707,2018,เขตสุขภาพที่ 1,Internal Medicine,351.0,5886570,5.962725322216503
708,2018,เขตสุขภาพที่ 1,Neurosurgery,29.0,5886570,0.4926468214936712
709,2018,เขตสุขภาพที่ 1,Ophthalmology,95.0,5886570,1.6138430359275435
710,2018,เขตสุขภาพที่ 1,Orthopedic,116.0,5886570,1.970587285974685
711,2018,เขตสุขภาพที่ 1,Otolaryngology,58.0,5886570,0.9852936429873425
712,2018,เขตสุขภาพที่ 1,Pathology,56.0,5886570,0.9513180001257099
713,2018,เขตสุขภาพที่ 1,Pediatrics,152.0,5886570,2.5821488574840696
714,2018,เขตสุขภาพที่ 1,Physician,3472.0,5886570,58.98171600779401
715,2018,เขตสุขภาพที่ 1,Preventive Medicine,60.0,5886570,1.019269285848975
716,2018,เขตสุขภาพที่ 1,Psychiatry,73.0,5886570,1.2401109644495862
717,2018,เขตสุขภาพที่ 1,Radiology,100.0,5886570,1.6987821430816248
718,2018,เขตสุขภาพที่ 1,Rehabilitation Medicine,21.0,5886570,0.3567442500471412
719,2018,เขตสุขภาพที่ 1,Surgery,224.0,5886570,3.8052720005028395
720,2018,เขตสุขภาพที่ 10,Anesthesiology,43.0,4617191,0.9313021705188285
721,2018,เขตสุขภาพที่ 10,Emergency Medicine,8.0,4617191,0.17326552009652624
722,2018,เขตสุขภาพที่ 10,Family Medicine,63.0,4617191,1.364465970760144
723,2018,เขตสุขภาพที่ 10,General Practitioner,206.0,4617191,4.46158714248555
724,2018,เขตสุขภาพที่ 10,Gynecology,66.0,4617191,1.4294405407963415
725,2018,เขตสุขภาพที่ 10,Internal Medicine,163.0,4617191,3.530284971966722
726,2018,เขตสุขภาพที่ 10,Neurosurgery,10.0,4617191,0.21658190012065778
727,2018,เขตสุขภาพที่ 10,Ophthalmology,36.0,4617191,0.7796948404343681
728,2018,เขตสุขภาพที่ 10,Orthopedic,53.0,4617191,1.1478840706394864
729,2018,เขตสุขภาพที่ 10,Otolaryngology,25.0,4617191,0.5414547503016445
730,2018,เขตสุขภาพที่ 10,Pathology,11.0,4617191,0.23824009013272357
731,2018,เขตสุขภาพที่ 10,Pediatrics,85.0,4617191,1.8409461510255911
732,2018,เขตสุขภาพที่ 10,Physician,2296.0,4617191,49.72720426770303
733,2018,เขตสุขภาพที่ 10,Preventive Medicine,24.0,4617191,0.5197965602895787
734,2018,เขตสุขภาพที่ 10,Psychiatry,18.0,4617191,0.38984742021718405
735,2018,เขตสุขภาพที่ 10,Radiology,37.0,4617191,0.8013530304464338
736,2018,เขตสุขภาพที่ 10,Rehabilitation Medicine,7.0,4617191,0.15160733008446045
737,2018,เขตสุขภาพที่ 10,Surgery,111.0,4617191,2.4040590913393016
738,2018,เขตสุขภาพที่ 11,Anesthesiology,32.0,4478954,0.7144525261924993
739,2018,เขตสุขภาพที่ 11,Emergency Medicine,17.0,4478954,0.3795529045397653
740,2018,เขตสุขภาพที่ 11,Family Medicine,55.0,4478954,1.2279652793933582
741,2018,เขตสุขภาพที่ 11,General Practitioner,273.0,4478954,6.095173114079761
742,2018,เขตสุขภาพที่ 11,Gynecology,83.0,4478954,1.8531112398117953
743,2018,เขตสุขภาพที่ 11,Internal Medicine,160.0,4478954,3.5722626309624967
744,2018,เขตสุขภาพที่ 11,Neurosurgery,13.0,4478954,0.2902463387657029
745,2018,เขตสุขภาพที่ 11,Ophthalmology,48.0,4478954,1.0716787892887492
746,2018,เขตสุขภาพที่ 11,Orthopedic,73.0,4478954,1.629844825376639
747,2018,เขตสุขภาพที่ 11,Otolaryngology,45.0,4478954,1.0046988649582023
748,2018,เขตสุขภาพที่ 11,Pathology,13.0,4478954,0.2902463387657029
749,2018,เขตสุขภาพที่ 11,Pediatrics,96.0,4478954,2.1433575785774983
750,2018,เขตสุขภาพที่ 11,Physician,1927.0,4478954,43.02343806165457
751,2018,เขตสุขภาพที่ 11,Preventive Medicine,30.0,4478954,0.6697992433054681
752,2018,เขตสุขภาพที่ 11,Psychiatry,39.0,4478954,0.8707390162971086
753,2018,เขตสุขภาพที่ 11,Radiology,52.0,4478954,1.1609853550628115
754,2018,เขตสุขภาพที่ 11,Rehabilitation Medicine,15.0,4478954,0.33489962165273407
755,2018,เขตสุขภาพที่ 11,Surgery,104.0,4478954,2.321970710125623
756,2018,เขตสุขภาพที่ 12,Anesthesiology,55.0,4975239,1.1054745309722809
757,2018,เขตสุขภาพที่ 12,Emergency Medicine,28.0,4975239,0.5627870339495249
758,2018,เขตสุขภาพที่ 12,Family Medicine,71.0,4975239,1.4270671218005808
759,2018,เขตสุขภาพที่ 12,General Practitioner,150.0,4975239,3.0149305390153116
760,2018,เขตสุขภาพที่ 12,Gynecology,124.0,4975239,2.4923425789193243
761,2018,เขตสุขภาพที่ 12,Internal Medicine,222.0,4975239,4.462097197742661
762,2018,เขตสุขภาพที่ 12,Neurosurgery,26.0,4975239,0.5225879600959874
763,2018,เขตสุขภาพที่ 12,Ophthalmology,56.0,4975239,1.1255740678990498
764,2018,เขตสุขภาพที่ 12,Orthopedic,81.0,4975239,1.6280624910682684
765,2018,เขตสุขภาพที่ 12,Otolaryngology,104.0,4975239,2.0903518403839496
766,2018,เขตสุขภาพที่ 12,Pathology,24.0,4975239,0.48238888624244985
767,2018,เขตสุขภาพที่ 12,Pediatrics,123.0,4975239,2.4722430419925554
768,2018,เขตสุขภาพที่ 12,Physician,2261.0,4975239,45.445052991424134
769,2018,เขตสุขภาพที่ 12,Preventive Medicine,27.0,4975239,0.5426874970227561
770,2018,เขตสุขภาพที่ 12,Psychiatry,36.0,4975239,0.7235833293636749
771,2018,เขตสุขภาพที่ 12,Radiology,69.0,4975239,1.3868680479470434
772,2018,เขตสุขภาพที่ 12,Rehabilitation Medicine,24.0,4975239,0.48238888624244985
773,2018,เขตสุขภาพที่ 12,Surgery,135.0,4975239,2.7134374851137806
774,2018,เขตสุขภาพที่ 13,Anesthesiology,332.0,5676648,5.84852187417645
775,2018,เขตสุขภาพที่ 13,Emergency Medicine,64.0,5676648,1.1274259034557013
776,2018,เขตสุขภาพที่ 13,Family Medicine,139.0,5676648,2.4486281340678513
777,2018,เขตสุขภาพที่ 13,General Practitioner,104.0,5676648,1.8320670931155145
778,2018,เขตสุขภาพที่ 13,Gynecology,357.0,5676648,6.288922617713834
779,2018,เขตสุขภาพที่ 13,Internal Medicine,1127.0,5676648,19.85326551866524
780,2018,เขตสุขภาพที่ 13,Neurosurgery,92.0,5676648,1.6206747362175706
781,2018,เขตสุขภาพที่ 13,Ophthalmology,263.0,5676648,4.633015822013273
782,2018,เขตสุขภาพที่ 13,Orthopedic,245.0,5676648,4.315927286666357
783,2018,เขตสุขภาพที่ 13,Otolaryngology,194.0,5676648,3.4175097698500947
784,2018,เขตสุขภาพที่ 13,Pathology,216.0,5676648,3.805062424162992
785,2018,เขตสุขภาพที่ 13,Pediatrics,422.0,5676648,7.43396455091103
786,2018,เขตสุขภาพที่ 13,Physician,5017.0,5676648,88.37962121308209
787,2018,เขตสุขภาพที่ 13,Preventive Medicine,24.0,5676648,0.422784713795888
788,2018,เขตสุขภาพที่ 13,Psychiatry,199.0,5676648,3.5055899185575714
789,2018,เขตสุขภาพที่ 13,Radiology,388.0,5676648,6.835019539700189
790,2018,เขตสุขภาพที่ 13,Rehabilitation Medicine,111.0,5676648,1.955379301305982
791,2018,เขตสุขภาพที่ 13,Surgery,545.0,5676648,9.600736209114956
792,2018,เขตสุขภาพที่ 2,Anesthesiology,41.0,3568767,1.148856173574795
793,2018,เขตสุขภาพที่ 2,Emergency Medicine,22.0,3568767,0.6164594102108656
794,2018,เขตสุขภาพที่ 2,Family Medicine,54.0,3568767,1.513127643244852
795,2018,เขตสุขภาพที่ 2,General Practitioner,80.0,3568767,2.2416705825849657
796,2018,เขตสุขภาพที่ 2,Gynecology,68.0,3568767,1.9054199951972208
797,2018,เขตสุขภาพที่ 2,Internal Medicine,171.0,3568767,4.791570870275365
798,2018,เขตสุขภาพที่ 2,Neurosurgery,18.0,3568767,0.5043758810816173
799,2018,เขตสุขภาพที่ 2,Ophthalmology,39.0,3568767,1.0928144090101708
800,2018,เขตสุขภาพที่ 2,Orthopedic,73.0,3568767,2.045524406608781
801,2018,เขตสุขภาพที่ 2,Otolaryngology,36.0,3568767,1.0087517621632347
802,2018,เขตสุขภาพที่ 2,Pathology,25.0,3568767,0.7005220570578018
803,2018,เขตสุขภาพที่ 2,Pediatrics,97.0,3568767,2.718025581384271
804,2018,เขตสุขภาพที่ 2,Physician,1911.0,3568767,53.54790604149837
805,2018,เขตสุขภาพที่ 2,Preventive Medicine,20.0,3568767,0.5604176456462414
806,2018,เขตสุขภาพที่ 2,Psychiatry,23.0,3568767,0.6444802924931776
807,2018,เขตสุขภาพที่ 2,Radiology,43.0,3568767,1.2048979381394191
808,2018,เขตสุขภาพที่ 2,Rehabilitation Medicine,18.0,3568767,0.5043758810816173
809,2018,เขตสุขภาพที่ 2,Surgery,84.0,3568767,2.3537541117142142
810,2018,เขตสุขภาพที่ 3,Anesthesiology,26.0,2988841,0.8699024136780779
811,2018,เขตสุขภาพที่ 3,Emergency Medicine,11.0,2988841,0.3680356365561099
812,2018,เขตสุขภาพที่ 3,Family Medicine,37.0,2988841,1.2379380502341877
813,2018,เขตสุขภาพที่ 3,General Practitioner,119.0,2988841,3.9814764318342797
814,2018,เขตสุขภาพที่ 3,Gynecology,39.0,2988841,1.3048536205171168
815,2018,เขตสุขภาพที่ 3,Internal Medicine,109.0,2988841,3.6468985804196343
816,2018,เขตสุขภาพที่ 3,Neurosurgery,7.0,2988841,0.23420449599025173
817,2018,เขตสุขภาพที่ 3,Ophthalmology,18.0,2988841,0.6022401325463617
818,2018,เขตสุขภาพที่ 3,Orthopedic,40.0,2988841,1.3383114056585814
819,2018,เขตสุขภาพที่ 3,Otolaryngology,17.0,2988841,0.5687823474048971
820,2018,เขตสุขภาพที่ 3,Pathology,7.0,2988841,0.23420449599025173
821,2018,เขตสุขภาพที่ 3,Pediatrics,61.0,2988841,2.0409248936293367
822,2018,เขตสุขภาพที่ 3,Physician,1095.0,2988841,36.63627472990366
823,2018,เขตสุขภาพที่ 3,Preventive Medicine,21.0,2988841,0.7026134879707552
